id,file_path,function_signature,body,parameters,examples
10,..\pandas\reference\api\pandas.api.extensions.ExtensionArray.astype.html,pandas.api.extensions.ExtensionArray.astype,"ExtensionArray.astype(dtype, copy=True)[source]# Cast to a NumPy array or ExtensionArray with ‘dtype’.","Parameters: dtypestr or dtypeTypecode or data-type to which the array is cast. copybool, default TrueWhether to copy the data, even if not necessary. If False, a copy is made only if the old dtype does not match the new dtype. Returns: np.ndarray or pandas.api.extensions.ExtensionArrayAn ExtensionArray if dtype is ExtensionDtype, otherwise a Numpy ndarray with dtype for its dtype.","['>>> arr = pd.array([1, 2, 3])\n>>> arr\n<IntegerArray>\n[1, 2, 3]\nLength: 3, dtype: Int64', "">>> arr1 = arr.astype('Float64')\n>>> arr1\n<FloatingArray>\n[1.0, 2.0, 3.0]\nLength: 3, dtype: Float64\n>>> arr1.dtype\nFloat64Dtype()"", "">>> arr2 = arr.astype('float64')\n>>> arr2\narray([1., 2., 3.])\n>>> arr2.dtype\ndtype('float64')""]"
11,..\pandas\reference\api\pandas.DataFrame.rfloordiv.html,pandas.DataFrame.rfloordiv,"DataFrame.rfloordiv(other, axis='columns', level=None, fill_value=None)[source]# Get Integer division of dataframe and other, element-wise (binary operator rfloordiv). Equivalent to other // dataframe, but with support to substitute a fill_value for missing data in one of the inputs. With reverse version, floordiv. Among flexible wrappers (add, sub, mul, div, floordiv, mod, pow) to arithmetic operators: +, -, *, /, //, %, **. Notes Mismatched indices will be unioned together.","Parameters: otherscalar, sequence, Series, dict or DataFrameAny single or multiple element data structure, or list-like object. axis{0 or ‘index’, 1 or ‘columns’}Whether to compare by the index (0 or ‘index’) or columns. (1 or ‘columns’). For Series input, axis to match Series index on. levelint or labelBroadcast across a level, matching Index values on the passed MultiIndex level. fill_valuefloat or None, default NoneFill existing missing (NaN) values, and any new element needed for successful DataFrame alignment, with this value before computation. If data in both corresponding DataFrame locations is missing the result will be missing. Returns: DataFrameResult of the arithmetic operation.","["">>> df = pd.DataFrame({'angles': [0, 3, 4],\n...                    'degrees': [360, 180, 360]},\n...                   index=['circle', 'triangle', 'rectangle'])\n>>> df\n           angles  degrees\ncircle          0      360\ntriangle        3      180\nrectangle       4      360"", '>>> df + 1\n           angles  degrees\ncircle          1      361\ntriangle        4      181\nrectangle       5      361', '>>> df.add(1)\n           angles  degrees\ncircle          1      361\ntriangle        4      181\nrectangle       5      361', '>>> df.div(10)\n           angles  degrees\ncircle        0.0     36.0\ntriangle      0.3     18.0\nrectangle     0.4     36.0', '>>> df.rdiv(10)\n             angles   degrees\ncircle          inf  0.027778\ntriangle   3.333333  0.055556\nrectangle  2.500000  0.027778', '>>> df - [1, 2]\n           angles  degrees\ncircle         -1      358\ntriangle        2      178\nrectangle       3      358', "">>> df.sub([1, 2], axis='columns')\n           angles  degrees\ncircle         -1      358\ntriangle        2      178\nrectangle       3      358"", "">>> df.sub(pd.Series([1, 1, 1], index=['circle', 'triangle', 'rectangle']),\n...        axis='index')\n           angles  degrees\ncircle         -1      359\ntriangle        2      179\nrectangle       3      359"", "">>> df.mul({'angles': 0, 'degrees': 2})\n            angles  degrees\ncircle           0      720\ntriangle         0      360\nrectangle        0      720"", "">>> df.mul({'circle': 0, 'triangle': 2, 'rectangle': 3}, axis='index')\n            angles  degrees\ncircle           0        0\ntriangle         6      360\nrectangle       12     1080"", "">>> other = pd.DataFrame({'angles': [0, 3, 4]},\n...                      index=['circle', 'triangle', 'rectangle'])\n>>> other\n           angles\ncircle          0\ntriangle        3\nrectangle       4"", '>>> df * other\n           angles  degrees\ncircle          0      NaN\ntriangle        9      NaN\nrectangle      16      NaN', '>>> df.mul(other, fill_value=0)\n           angles  degrees\ncircle          0      0.0\ntriangle        9      0.0\nrectangle      16      0.0', "">>> df_multindex = pd.DataFrame({'angles': [0, 3, 4, 4, 5, 6],\n...                              'degrees': [360, 180, 360, 360, 540, 720]},\n...                             index=[['A', 'A', 'A', 'B', 'B', 'B'],\n...                                    ['circle', 'triangle', 'rectangle',\n...                                     'square', 'pentagon', 'hexagon']])\n>>> df_multindex\n             angles  degrees\nA circle          0      360\n  triangle        3      180\n  rectangle       4      360\nB square          4      360\n  pentagon        5      540\n  hexagon         6      720"", '>>> df.div(df_multindex, level=1, fill_value=0)\n             angles  degrees\nA circle        NaN      1.0\n  triangle      1.0      1.0\n  rectangle     1.0      1.0\nB square        0.0      0.0\n  pentagon      0.0      0.0\n  hexagon       0.0      0.0']"
12,..\pandas\reference\api\pandas.Series.clip.html,pandas.Series.clip,"Series.clip(lower=None, upper=None, *, axis=None, inplace=False, **kwargs)[source]# Trim values at input threshold(s). Assigns values outside boundary to boundary values. Thresholds can be singular values or array like, and in the latter case the clipping is performed element-wise in the specified axis.","Parameters: lowerfloat or array-like, default NoneMinimum threshold value. All values below this threshold will be set to it. A missing threshold (e.g NA) will not clip the value. upperfloat or array-like, default NoneMaximum threshold value. All values above this threshold will be set to it. A missing threshold (e.g NA) will not clip the value. axis{{0 or ‘index’, 1 or ‘columns’, None}}, default NoneAlign object with lower and upper along the given axis. For Series this parameter is unused and defaults to None. inplacebool, default FalseWhether to perform the operation in place on the data. *args, **kwargsAdditional keywords have no effect but might be accepted for compatibility with numpy. Returns: Series or DataFrame or NoneSame type as calling object with the values outside the clip boundaries replaced or None if inplace=True.","["">>> data = {'col_0': [9, -3, 0, -1, 5], 'col_1': [-2, -7, 6, 8, -5]}\n>>> df = pd.DataFrame(data)\n>>> df\n   col_0  col_1\n0      9     -2\n1     -3     -7\n2      0      6\n3     -1      8\n4      5     -5"", '>>> df.clip(-4, 6)\n   col_0  col_1\n0      6     -2\n1     -3     -4\n2      0      6\n3     -1      6\n4      5     -4', '>>> df.clip([-2, -1], [4, 5])\n    col_0  col_1\n0      4     -1\n1     -2     -1\n2      0      5\n3     -1      5\n4      4     -1', '>>> t = pd.Series([2, -4, -1, 6, 3])\n>>> t\n0    2\n1   -4\n2   -1\n3    6\n4    3\ndtype: int64', '>>> df.clip(t, t + 4, axis=0)\n   col_0  col_1\n0      6      2\n1     -3     -4\n2      0      3\n3      6      8\n4      5      3', '>>> t = pd.Series([2, -4, np.nan, 6, 3])\n>>> t\n0    2.0\n1   -4.0\n2    NaN\n3    6.0\n4    3.0\ndtype: float64', '>>> df.clip(t, axis=0)\ncol_0  col_1\n0      9      2\n1     -3     -4\n2      0      6\n3      6      8\n4      5      3']"
13,..\pandas\reference\api\pandas.Series.to_dict.html,pandas.Series.to_dict,"Series.to_dict(*, into=<class 'dict'>)[source]# Convert Series to {label -> value} dict or dict-like object.","Parameters: intoclass, default dictThe collections.abc.MutableMapping subclass to use as the return object. Can be the actual class or an empty instance of the mapping type you want.  If you want a collections.defaultdict, you must pass it initialized. Returns: collections.abc.MutableMappingKey-value representation of Series.","["">>> s = pd.Series([1, 2, 3, 4])\n>>> s.to_dict()\n{0: 1, 1: 2, 2: 3, 3: 4}\n>>> from collections import OrderedDict, defaultdict\n>>> s.to_dict(into=OrderedDict)\nOrderedDict([(0, 1), (1, 2), (2, 3), (3, 4)])\n>>> dd = defaultdict(list)\n>>> s.to_dict(into=dd)\ndefaultdict(<class 'list'>, {0: 1, 1: 2, 2: 3, 3: 4})""]"
14,..\pandas\reference\api\pandas.api.extensions.ExtensionArray.copy.html,pandas.api.extensions.ExtensionArray.copy,ExtensionArray.copy()[source]# Return a copy of the array.,Returns: ExtensionArray,"['>>> arr = pd.array([1, 2, 3])\n>>> arr2 = arr.copy()\n>>> arr[0] = 2\n>>> arr2\n<IntegerArray>\n[1, 2, 3]\nLength: 3, dtype: Int64']"
15,..\pandas\reference\api\pandas.tseries.offsets.BYearBegin.html,pandas.tseries.offsets.BYearBegin,class pandas.tseries.offsets.BYearBegin# DateOffset increments between the first business day of the year. Examples Attributes base Returns a copy of the calling offset object with n=1 and all other attributes equal. freqstr Return a string representing the frequency. kwds Return a dict of extra parameters for the offset. month n name Return a string representing the base frequency. nanos normalize rule_code,"Parameters: nint, default 1The number of years represented. normalizebool, default FalseNormalize start/end dates to midnight before generating date range. monthint, default 1A specific integer for the month of the year.","["">>> from pandas.tseries.offsets import BYearBegin\n>>> ts = pd.Timestamp('2020-05-24 05:01:15')\n>>> ts + BYearBegin()\nTimestamp('2021-01-01 05:01:15')\n>>> ts - BYearBegin()\nTimestamp('2020-01-01 05:01:15')\n>>> ts + BYearBegin(-1)\nTimestamp('2020-01-01 05:01:15')\n>>> ts + BYearBegin(2)\nTimestamp('2022-01-03 05:01:15')\n>>> ts + BYearBegin(month=11)\nTimestamp('2020-11-02 05:01:15')""]"
16,..\pandas\reference\api\pandas.Index.values.html,pandas.Index.values,"property Index.values[source]# Return an array representing the data in the Index. Warning We recommend using Index.array or Index.to_numpy(), depending on whether you need a reference to the underlying data or a NumPy array.",Returns: array: numpy.ndarray or ExtensionArray,"["">>> idx = pd.Index([1, 2, 3])\n>>> idx\nIndex([1, 2, 3], dtype='int64')\n>>> idx.values\narray([1, 2, 3])"", '>>> idx = pd.interval_range(start=0, end=5)\n>>> idx.values\n<IntervalArray>\n[(0, 1], (1, 2], (2, 3], (3, 4], (4, 5]]\nLength: 5, dtype: interval[int64, right]']"
17,..\pandas\reference\api\pandas.core.groupby.SeriesGroupBy.nlargest.html,pandas.core.groupby.SeriesGroupBy.nlargest,"SeriesGroupBy.nlargest(n=5, keep='first')[source]# Return the largest n elements. Notes Faster than .sort_values(ascending=False).head(n) for small n relative to the size of the Series object.","Parameters: nint, default 5Return this many descending sorted values. keep{‘first’, ‘last’, ‘all’}, default ‘first’When there are duplicate values that cannot all fit in a Series of n elements: first : return the first n occurrences in order of appearance. last : return the last n occurrences in reverse order of appearance. all : keep all occurrences. This can result in a Series of size larger than n. Returns: SeriesThe n largest values in the Series, sorted in decreasing order.","['>>> countries_population = {""Italy"": 59000000, ""France"": 65000000,\n...                         ""Malta"": 434000, ""Maldives"": 434000,\n...                         ""Brunei"": 434000, ""Iceland"": 337000,\n...                         ""Nauru"": 11300, ""Tuvalu"": 11300,\n...                         ""Anguilla"": 11300, ""Montserrat"": 5200}\n>>> s = pd.Series(countries_population)\n>>> s\nItaly       59000000\nFrance      65000000\nMalta         434000\nMaldives      434000\nBrunei        434000\nIceland       337000\nNauru          11300\nTuvalu         11300\nAnguilla       11300\nMontserrat      5200\ndtype: int64', '>>> s.nlargest()\nFrance      65000000\nItaly       59000000\nMalta         434000\nMaldives      434000\nBrunei        434000\ndtype: int64', '>>> s.nlargest(3)\nFrance    65000000\nItaly     59000000\nMalta       434000\ndtype: int64', "">>> s.nlargest(3, keep='last')\nFrance      65000000\nItaly       59000000\nBrunei        434000\ndtype: int64"", "">>> s.nlargest(3, keep='all')\nFrance      65000000\nItaly       59000000\nMalta         434000\nMaldives      434000\nBrunei        434000\ndtype: int64""]"
18,..\pandas\reference\api\pandas.DataFrame.rmod.html,pandas.DataFrame.rmod,"DataFrame.rmod(other, axis='columns', level=None, fill_value=None)[source]# Get Modulo of dataframe and other, element-wise (binary operator rmod). Equivalent to other % dataframe, but with support to substitute a fill_value for missing data in one of the inputs. With reverse version, mod. Among flexible wrappers (add, sub, mul, div, floordiv, mod, pow) to arithmetic operators: +, -, *, /, //, %, **. Notes Mismatched indices will be unioned together.","Parameters: otherscalar, sequence, Series, dict or DataFrameAny single or multiple element data structure, or list-like object. axis{0 or ‘index’, 1 or ‘columns’}Whether to compare by the index (0 or ‘index’) or columns. (1 or ‘columns’). For Series input, axis to match Series index on. levelint or labelBroadcast across a level, matching Index values on the passed MultiIndex level. fill_valuefloat or None, default NoneFill existing missing (NaN) values, and any new element needed for successful DataFrame alignment, with this value before computation. If data in both corresponding DataFrame locations is missing the result will be missing. Returns: DataFrameResult of the arithmetic operation.","["">>> df = pd.DataFrame({'angles': [0, 3, 4],\n...                    'degrees': [360, 180, 360]},\n...                   index=['circle', 'triangle', 'rectangle'])\n>>> df\n           angles  degrees\ncircle          0      360\ntriangle        3      180\nrectangle       4      360"", '>>> df + 1\n           angles  degrees\ncircle          1      361\ntriangle        4      181\nrectangle       5      361', '>>> df.add(1)\n           angles  degrees\ncircle          1      361\ntriangle        4      181\nrectangle       5      361', '>>> df.div(10)\n           angles  degrees\ncircle        0.0     36.0\ntriangle      0.3     18.0\nrectangle     0.4     36.0', '>>> df.rdiv(10)\n             angles   degrees\ncircle          inf  0.027778\ntriangle   3.333333  0.055556\nrectangle  2.500000  0.027778', '>>> df - [1, 2]\n           angles  degrees\ncircle         -1      358\ntriangle        2      178\nrectangle       3      358', "">>> df.sub([1, 2], axis='columns')\n           angles  degrees\ncircle         -1      358\ntriangle        2      178\nrectangle       3      358"", "">>> df.sub(pd.Series([1, 1, 1], index=['circle', 'triangle', 'rectangle']),\n...        axis='index')\n           angles  degrees\ncircle         -1      359\ntriangle        2      179\nrectangle       3      359"", "">>> df.mul({'angles': 0, 'degrees': 2})\n            angles  degrees\ncircle           0      720\ntriangle         0      360\nrectangle        0      720"", "">>> df.mul({'circle': 0, 'triangle': 2, 'rectangle': 3}, axis='index')\n            angles  degrees\ncircle           0        0\ntriangle         6      360\nrectangle       12     1080"", "">>> other = pd.DataFrame({'angles': [0, 3, 4]},\n...                      index=['circle', 'triangle', 'rectangle'])\n>>> other\n           angles\ncircle          0\ntriangle        3\nrectangle       4"", '>>> df * other\n           angles  degrees\ncircle          0      NaN\ntriangle        9      NaN\nrectangle      16      NaN', '>>> df.mul(other, fill_value=0)\n           angles  degrees\ncircle          0      0.0\ntriangle        9      0.0\nrectangle      16      0.0', "">>> df_multindex = pd.DataFrame({'angles': [0, 3, 4, 4, 5, 6],\n...                              'degrees': [360, 180, 360, 360, 540, 720]},\n...                             index=[['A', 'A', 'A', 'B', 'B', 'B'],\n...                                    ['circle', 'triangle', 'rectangle',\n...                                     'square', 'pentagon', 'hexagon']])\n>>> df_multindex\n             angles  degrees\nA circle          0      360\n  triangle        3      180\n  rectangle       4      360\nB square          4      360\n  pentagon        5      540\n  hexagon         6      720"", '>>> df.div(df_multindex, level=1, fill_value=0)\n             angles  degrees\nA circle        NaN      1.0\n  triangle      1.0      1.0\n  rectangle     1.0      1.0\nB square        0.0      0.0\n  pentagon      0.0      0.0\n  hexagon       0.0      0.0']"
19,..\pandas\reference\api\pandas.tseries.offsets.Milli.freqstr.html,pandas.tseries.offsets.Milli.freqstr,Milli.freqstr# Return a string representing the frequency.,No parameters found,"["">>> pd.DateOffset(5).freqstr\n'<5 * DateOffsets>'"", "">>> pd.offsets.BusinessHour(2).freqstr\n'2bh'"", "">>> pd.offsets.Nano().freqstr\n'ns'"", "">>> pd.offsets.Nano(-3).freqstr\n'-3ns'""]"
20,..\pandas\reference\api\pandas.Series.combine.html,pandas.Series.combine,"Series.combine(other, func, fill_value=None)[source]# Combine the Series with a Series or scalar according to func. Combine the Series and other using func to perform elementwise selection for combined Series. fill_value is assumed when value is missing at some index from one of the two objects being combined.","Parameters: otherSeries or scalarThe value(s) to be combined with the Series. funcfunctionFunction that takes two scalars as inputs and returns an element. fill_valuescalar, optionalThe value to assume when an index is missing from one Series or the other. The default specifies to use the appropriate NaN value for the underlying dtype of the Series. Returns: SeriesThe result of combining the Series with the other object.","["">>> s1 = pd.Series({'falcon': 330.0, 'eagle': 160.0})\n>>> s1\nfalcon    330.0\neagle     160.0\ndtype: float64\n>>> s2 = pd.Series({'falcon': 345.0, 'eagle': 200.0, 'duck': 30.0})\n>>> s2\nfalcon    345.0\neagle     200.0\nduck       30.0\ndtype: float64"", '>>> s1.combine(s2, max)\nduck        NaN\neagle     200.0\nfalcon    345.0\ndtype: float64', '>>> s1.combine(s2, max, fill_value=0)\nduck       30.0\neagle     200.0\nfalcon    345.0\ndtype: float64']"
21,..\pandas\reference\api\pandas.api.extensions.ExtensionArray.dropna.html,pandas.api.extensions.ExtensionArray.dropna,ExtensionArray.dropna()[source]# Return ExtensionArray without NA values.,Returns:,"['>>> pd.array([1, 2, np.nan]).dropna()\n<IntegerArray>\n[1, 2]\nLength: 2, dtype: Int64']"
22,..\pandas\reference\api\pandas.Series.to_excel.html,pandas.Series.to_excel,"Series.to_excel(excel_writer, *, sheet_name='Sheet1', na_rep='', float_format=None, columns=None, header=True, index=True, index_label=None, startrow=0, startcol=0, engine=None, merge_cells=True, inf_rep='inf', freeze_panes=None, storage_options=None, engine_kwargs=None)[source]# Write object to an Excel sheet. To write a single object to an Excel .xlsx file it is only necessary to specify a target file name. To write to multiple sheets it is necessary to create an ExcelWriter object with a target file name, and specify a sheet in the file to write to. Multiple sheets may be written to by specifying unique sheet_name. With all data written to the file it is necessary to save the changes. Note that creating an ExcelWriter object with a file name that already exists will result in the contents of the existing file being erased. Notes For compatibility with to_csv(), to_excel serializes lists and dicts to strings before writing. Once a workbook has been saved it is not possible to write further data without rewriting the whole workbook.","Parameters: excel_writerpath-like, file-like, or ExcelWriter objectFile path or existing ExcelWriter. sheet_namestr, default ‘Sheet1’Name of sheet which will contain DataFrame. na_repstr, default ‘’Missing data representation. float_formatstr, optionalFormat string for floating point numbers. For example float_format=""%.2f"" will format 0.1234 to 0.12. columnssequence or list of str, optionalColumns to write. headerbool or list of str, default TrueWrite out the column names. If a list of string is given it is assumed to be aliases for the column names. indexbool, default TrueWrite row names (index). index_labelstr or sequence, optionalColumn label for index column(s) if desired. If not specified, and header and index are True, then the index names are used. A sequence should be given if the DataFrame uses MultiIndex. startrowint, default 0Upper left cell row to dump data frame. startcolint, default 0Upper left cell column to dump data frame. enginestr, optionalWrite engine to use, ‘openpyxl’ or ‘xlsxwriter’. You can also set this via the options io.excel.xlsx.writer or io.excel.xlsm.writer. merge_cellsbool, default TrueWrite MultiIndex and Hierarchical Rows as merged cells. inf_repstr, default ‘inf’Representation for infinity (there is no native representation for infinity in Excel). freeze_panestuple of int (length 2), optionalSpecifies the one-based bottommost row and rightmost column that is to be frozen. storage_optionsdict, optionalExtra options that make sense for a particular storage connection, e.g. host, port, username, password, etc. For HTTP(S) URLs the key-value pairs are forwarded to urllib.request.Request as header options. For other URLs (e.g. starting with “s3://”, and “gcs://”) the key-value pairs are forwarded to fsspec.open. Please see fsspec and urllib for more details, and for more examples on storage options refer here. Added in version 1.2.0. engine_kwargsdict, optionalArbitrary keyword arguments passed to excel engine.","['>>> df1 = pd.DataFrame([[\'a\', \'b\'], [\'c\', \'d\']],\n...                    index=[\'row 1\', \'row 2\'],\n...                    columns=[\'col 1\', \'col 2\'])\n>>> df1.to_excel(""output.xlsx"")', '>>> df1.to_excel(""output.xlsx"",\n...              sheet_name=\'Sheet_name_1\')', "">>> df2 = df1.copy()\n>>> with pd.ExcelWriter('output.xlsx') as writer:  \n...     df1.to_excel(writer, sheet_name='Sheet_name_1')\n...     df2.to_excel(writer, sheet_name='Sheet_name_2')"", "">>> with pd.ExcelWriter('output.xlsx',\n...                     mode='a') as writer:  \n...     df1.to_excel(writer, sheet_name='Sheet_name_3')"", "">>> df1.to_excel('output1.xlsx', engine='xlsxwriter')""]"
23,..\pandas\reference\api\pandas.tseries.offsets.BYearBegin.is_anchored.html,pandas.tseries.offsets.BYearBegin.is_anchored,BYearBegin.is_anchored()# Return boolean whether the frequency is a unit frequency (n=1). Deprecated since version 2.2.0: is_anchored is deprecated and will be removed in a future version. Use obj.n == 1 instead.,No parameters found,['>>> pd.DateOffset().is_anchored()\nTrue\n>>> pd.DateOffset(2).is_anchored()\nFalse']
24,..\pandas\reference\api\pandas.Index.value_counts.html,pandas.Index.value_counts,"Index.value_counts(normalize=False, sort=True, ascending=False, bins=None, dropna=True)[source]# Return a Series containing counts of unique values. The resulting object will be in descending order so that the first element is the most frequently-occurring element. Excludes NA values by default.","Parameters: normalizebool, default FalseIf True then the object returned will contain the relative frequencies of the unique values. sortbool, default TrueSort by frequencies when True. Preserve the order of the data when False. ascendingbool, default FalseSort in ascending order. binsint, optionalRather than count values, group them into half-open bins, a convenience for pd.cut, only works with numeric data. dropnabool, default TrueDon’t include counts of NaN. Returns: Series","['>>> index = pd.Index([3, 1, 2, 3, 4, np.nan])\n>>> index.value_counts()\n3.0    2\n1.0    1\n2.0    1\n4.0    1\nName: count, dtype: int64', '>>> s = pd.Series([3, 1, 2, 3, 4, np.nan])\n>>> s.value_counts(normalize=True)\n3.0    0.4\n1.0    0.2\n2.0    0.2\n4.0    0.2\nName: proportion, dtype: float64', '>>> s.value_counts(bins=3)\n(0.996, 2.0]    2\n(2.0, 3.0]      2\n(3.0, 4.0]      1\nName: count, dtype: int64', '>>> s.value_counts(dropna=False)\n3.0    2\n1.0    1\n2.0    1\n4.0    1\nNaN    1\nName: count, dtype: int64']"
25,..\pandas\reference\api\pandas.core.groupby.SeriesGroupBy.nsmallest.html,pandas.core.groupby.SeriesGroupBy.nsmallest,"SeriesGroupBy.nsmallest(n=5, keep='first')[source]# Return the smallest n elements. Notes Faster than .sort_values().head(n) for small n relative to the size of the Series object.","Parameters: nint, default 5Return this many ascending sorted values. keep{‘first’, ‘last’, ‘all’}, default ‘first’When there are duplicate values that cannot all fit in a Series of n elements: first : return the first n occurrences in order of appearance. last : return the last n occurrences in reverse order of appearance. all : keep all occurrences. This can result in a Series of size larger than n. Returns: SeriesThe n smallest values in the Series, sorted in increasing order.","['>>> countries_population = {""Italy"": 59000000, ""France"": 65000000,\n...                         ""Brunei"": 434000, ""Malta"": 434000,\n...                         ""Maldives"": 434000, ""Iceland"": 337000,\n...                         ""Nauru"": 11300, ""Tuvalu"": 11300,\n...                         ""Anguilla"": 11300, ""Montserrat"": 5200}\n>>> s = pd.Series(countries_population)\n>>> s\nItaly       59000000\nFrance      65000000\nBrunei        434000\nMalta         434000\nMaldives      434000\nIceland       337000\nNauru          11300\nTuvalu         11300\nAnguilla       11300\nMontserrat      5200\ndtype: int64', '>>> s.nsmallest()\nMontserrat    5200\nNauru        11300\nTuvalu       11300\nAnguilla     11300\nIceland     337000\ndtype: int64', '>>> s.nsmallest(3)\nMontserrat   5200\nNauru       11300\nTuvalu      11300\ndtype: int64', "">>> s.nsmallest(3, keep='last')\nMontserrat   5200\nAnguilla    11300\nTuvalu      11300\ndtype: int64"", "">>> s.nsmallest(3, keep='all')\nMontserrat   5200\nNauru       11300\nTuvalu      11300\nAnguilla    11300\ndtype: int64""]"
